ID,ENG,FIL,polarity
2099,harassment,panliligalig,negative
2100,hard-line,hard-line,negative
2101,hard-liner,panatiko,negative
2102,hardball,hardball,negative
2103,hardheaded,hardheaded,negative
2104,hardhearted,hardhearted,negative
2105,hardier,hardier,positive
2106,hardly,para bagang,negative
2107,hardship,hirap,negative
2108,hardships,hardships,negative
2109,harm,pinsala,negative
2110,harmful,mapaminsala,negative
2111,harmless,hindi makasasama,positive
2112,harmonious,magkabagay,positive
2113,harmoniously,harmoniously,positive
2114,harmonize,ilagay sa armonya,positive
2115,harmony,masarap na pagsasamahan,positive
2116,harms,harms,negative
2117,harpy,suwapang,negative
2118,harridan,harridan,negative
2119,harried,harried,negative
2120,harrow,magparagos,negative
2121,harsh,masakit sa tainga,negative
2122,harshly,malupit,negative
2123,hassle,gulo,negative
2124,haste,pagmamadali,negative
2125,hasty,walang isip-isip,negative
2126,hate,pagkamuhi,negative
2127,hates,galit,negative
2128,hated,nagalit,negative
2129,hater,hater,negative
2130,hateful,nakamumuhi,negative
2131,hatefully,hatefully,negative
2132,hatefulness,hatefulness,negative
2133,haughtily,mapagmataas,negative
2134,haughty,mapagmalaki,negative
2135,hatred,galit,negative
2136,haunting,kalagim-lagim,negative
2137,haven,panganlungan ng mga bapor,positive
2138,havoc,wasak,negative
2139,hawkish,hawkish,negative
2140,heady,nakakalasing,positive
2141,healthful,nakapagpapalusog,positive
2142,heartbreak,dalamhati,negative
2143,heartbreaker,heartbreaker,negative
2144,heartbreaking,nakakasakit ng damdamin,negative
2145,heartbreakingly,heartbreakingly,negative
2146,hearten,buhayin ang loob,positive
2147,heartening,heartening,positive
2148,heartfelt,mataos,positive
2149,heartily,nang buong kasiyahan,positive
2150,heartless,walang puso,negative
2151,heartrending,makabagbag-damdamin,negative
2152,heartwarming,nakakabagbag-damdamin,positive
2153,heathen,pagano,negative
2154,heavenly,sa langit,positive
2155,heavily,mabigat,negative
2156,heavy-handed,malupit,negative
2157,heavyhearted,heavyhearted,negative
2158,heck,ano ba,negative
2159,heckle,mangantiyaw,negative
2160,hedge,halamang-bakod,negative
2161,hedonistic,hedonistic,negative
2162,heedless,walang pag-iintindi,negative
2163,hegemonistic,hegemonistic,negative
2164,hegemony,pananakop,negative
2165,heinous,kasuklam-suklam,negative
2166,hell,impyerno,negative
2167,hell-bent,impiyerno-baluktot,negative
2168,hellion,hellion,negative
2169,herald,tagapagbando,positive
2170,heresy,maling pananampalataya,negative
2171,heretic,erehe,negative
2172,heretical,erehe,negative
2173,hero,bayani,positive
2174,heroic,nagpapakilala ng kabayanihan,positive
2175,heroically,heroically,positive
2176,heroine,magiting na babae,positive
2177,heroize,heroize,positive
2178,heros,heros,positive
2179,hesitant,nag-aalangan,negative
2180,hideous,kahindik-hindik,negative
2181,hideously,hideously,negative
2182,hideousness,pagkakilabot,negative
2183,highlight,i-highlight,positive
2184,hilarious,maingay at masaya,positive
2185,hilariously,hilariously,positive
2186,hilariousness,hilariousness,positive
2187,hilarity,maingay na pagsasaya,positive
2188,hinder,mang-abala,negative
2189,hindrance,istorbo,negative
2190,hm,Hm,neutral
2191,hmm,Hmm,neutral
2192,hoard,magtipon,negative
2193,hoax,salamangkahin,negative
2194,hollow,guwang,negative
2195,homage,pamimintuho,positive
2196,honest,matapat,positive
2197,honestly,matapat,positive
2198,honesty,katapatan,positive
2199,honor,karangalan,positive
2200,honorable,kagalang-galang,positive
2201,hoodwink,malinlang,negative
2202,hope,inaasahan,positive
2203,hopeful,may pag-asa,positive
2204,hopefully,sana,positive
2205,hopefulness,pagiging maasahin,positive
2206,hopeless,nawawalan ng pag-asa,negative
2207,hopelessly,hopelessly,negative
2208,hopelessness,kawalan ng pag-asa,negative
2209,hopes,pag-asa,positive
2210,hopes,umaasa,positive
2211,horrendous,horrendous,negative
2212,horrendously,horrendously,negative
2213,horrible,kalagim-lagim,negative
2214,horribly,horribly,negative
2215,horrid,kasindak-sindak,negative
2216,horrific,kasuklam-suklam,negative
2217,horrifically,horrifically,negative
2218,horrify,manginig sa takot,negative
2219,horrifying,Kahindik,negative
2220,horrifyingly,horrifyingly,negative
2221,horror,panginginig sa takot,negative
2222,horrors,horrors,negative
2223,hospitable,magiliw sa mga panauhin,positive
2224,hostility,poot,negative
2225,hothead,mainit ang ulo,negative
2226,hotheaded,mainit ang ulo,negative
2227,hotbeds,hotbeds,negative
2228,hubris,hubris,negative
2229,huckster,maglako,negative
2230,hug,mangapit,positive
2231,humane,hindi malupit,positive
2232,humankind,katauhan,positive
2233,humble,mapagpakumbaba,positive
2234,humbling,humbling,negative
2235,humiliate,manghiya,negative
2236,humiliating,nakakahiya,negative
2237,humiliation,panghihiya,negative
2238,humility,kababaang-loob,positive
2239,humor,katatawanan,positive
2240,humorous,nakakatawa,positive
2241,humorously,humorously,positive
2242,humour,katatawanan,positive
2243,humourous,humourous,positive
2244,hunger,magutom,negative
2245,hypocrisy,hindi katapatan,negative
2246,hypocrite,mapagpaimbabaw,negative
2247,hypocrites,hypocrites,negative
2248,hypocritical,mapagkunwari,negative
2249,hypocritically,hypocritically,negative
2250,hysteria,isterismo,negative
2251,hysteric,hysteric,negative
2252,hysterical,masayang-maingay,negative
2253,hysterically,hysterically,negative
2254,hysterics,pagka-isteriko,negative
2255,ideal,tamang-tama,positive
2256,idealize,uliranin,positive
2257,ideally,sa isip,positive
2258,idiocies,idiocies,negative
2259,idiocy,pagkasintu-sinto,negative
2260,idiot,tulala,negative
2261,idiotic,walang kahulugan,negative
2262,idiotically,idiotically,negative
2263,idiots,idiots,negative
2264,idol,idolo,positive
2265,idolize,pakamahalin,positive
2266,idolized,idolized,positive
2267,idyllic,payapa't maligaya,positive
2268,ignoble,walang puri,negative
2269,ignominious,kahiya-hiya,negative
2270,ignominiously,ignominiously,negative
2271,ignominy,kahihiyan,negative
2272,ignorance,kamangmangan,negative
2273,ignorant,walang pinag-aralan,negative
2274,ignorant,bobo,negative
2275,ignorant,bobing,negative
2276,ill-advised,walang ingat,negative
2277,ill-conceived,may masamang conceived,negative
2278,ill-fated,malas,negative
2279,ill-favored,pangit,negative
2280,ill-mannered,walang modo,negative
2281,ill-natured,mainit ang ulo,negative
2282,ill-sorted,masamang pinili,negative
2283,ill-tempered,mainit ang ulo,negative
2284,ill-treated,amis,negative
2285,ill-treatment,may masamang pakikitungo,negative
2286,ill-usage,may masamang paggamit,negative
2287,ill-used,may masamang ginamit,negative
2288,illogic,illogic,negative
2289,illogical,hindi makatwiran,negative
2290,illogically,illogically,negative
2291,illuminate,patamaan ng liwanag,positive
2292,illuminati,illuminati,positive
2293,illuminating,pagbibigay,positive
2294,illumine,mag-ilaw,positive
2295,illusion,ilusyon,negative
2296,illusions,illusions,negative
2297,illusory,hindi tunay,negative
2298,illustrious,bantog,positive
2299,imaginary,nasa isip,negative
2300,imagination,imahinasyon,neutral
2301,imaginative,mapanlikha,positive
2302,imagine,mag-akala,neutral
2303,imbalance,kawalan ng timbang,negative
2304,imbecile,tangang tao,negative
2305,imbroglio,mabigat na hidwaan,negative
2306,immaculate,malinis na malinis,positive
2307,immaculately,immaculately,positive
2308,immaterial,pangkaluluwa,negative
2309,immediately,agad,neutral
2310,immensely,napakalaki,neutral
2311,immensity,imensidad,neutral
2312,immensurable,immensurable,neutral
2313,imminence,panganib,negative
2314,imminent,malamang na dumating agad,negative
2315,imminently,imminently,negative
2316,immoderate,walang tuto,negative
2317,immoderately,immoderately,negative
2318,immodest,hindi mahinhin,negative
2319,immoral,imoral,negative
2320,immorality,kasalaulaan,negative
2321,immorally,immorally,negative
2322,immovable,hindi magagalaw,negative
2323,impair,pahinain,negative
2324,impaired,pinahina,negative
2325,impasse,hindi pagkakasundo,negative
2326,impassioned,makabagbag-puso,positive
2327,impatience,pagkayamot,negative
2328,impatient,walang tiyaga,negative
2329,impatiently,impatiently,negative
2330,impeach,taluwalagin,negative
2331,impeccable,hindi maaaring magkamali,positive
2332,impeccably,impeccably,positive
2333,impede,sumagabal,negative
2334,impedance,impedance,negative
2335,impediment,depekto sa pagsasalita,negative
2336,impel,magtulak,positive
2337,impending,nagbabala,negative
2338,impenitent,walang pagsisisi,negative
2339,imperative,hindi maiwasan,neutral
2340,imperatively,imperatively,neutral
2341,imperialist,imperyalista,negative
2342,imperil,magsapanganib,negative
2343,imperious,mapagmataas,negative
2344,imperiously,imperiously,negative
2345,impertinent,walang hiya,negative
2346,imperturbable,walang gulat,positive
2347,impervious,hindi naniniwala sa pangangatwiran,positive
2348,impetuous,magahasa,negative
2349,impetuously,impetuously,negative
2350,impiety,kawalang-galang sa diyos,negative
2351,impinge,mabangga,negative
2352,impious,walang galang sa diyos,negative
2353,implacable,walang awa,negative
2354,implausible,hindi kapani-paniwala,negative
2355,implausibly,implausibly,negative
2356,implode,pumutok sa loob,negative
2357,implore,pamanhikan,both
2358,imploring,imploring,both
2359,imploringly,nagsusumamo,both
2360,imply,magpahiwatig,neutral
2361,impolite,walang pinag-aralan,negative
2362,impolitely,impolitely,negative
2363,impolitic,hindi mabuti,negative
2364,importunate,masigasig siya sa paghingi ng pera,negative
2365,importune,ulit-ulitin,negative
2366,impose,magpataw,negative
2367,imposes,nagpapataw,negative
2368,imposed,nagpataw,negative
2369,imposers,imposers,negative
2370,imposition,pagpapataw,negative
2371,impotent,walang kaya,negative
2372,impractical,hindi maisasagawa,negative
2373,imprecate,sumumpa,negative
2374,impregnable,hindi maigugupo,positive
2375,impressive,kahanga-hanga,positive
2376,impressively,impressively,positive
2377,impressiveness,katingkaran,positive
2378,improbability,improbabilidad,negative
2379,improbable,malamang na hindi totoo,negative
2380,improbably,improbably,negative
2381,improper,hindi tama,negative
2382,improperly,hindi tama,negative
2383,impropriety,kawalan ng kaangkupan,negative
2384,improvise,gumawa agad,positive
2385,imprudence,kawalan ng hinahon,negative
2386,imprudent,pabigla-bigla,negative
2387,impudence,kawalang-hiyaan,negative
2388,impudent,walang hiya,negative
2389,impudently,impudently,negative
2390,impugn,pag-alinlanganan,negative
2391,impulsive,pabigla-bigla,negative
2392,impulsively,pabigla-bigla,negative
2393,impure,hindi malinis,negative
2394,impurity,kasalaulaan,negative
2395,inaccurate,mali-mali,negative
2396,inaccurately,hindi tumpak,negative
2397,inane,walang kabuluhan,negative
2398,inanely,inanely,negative
2399,inappropriate,hindi naaangkop,negative
2400,inappropriately,hindi naaangkop,negative
2401,inapt,hindi bagay,negative
2402,inaptitude,kawalan ng sanay,negative
2403,inarguable,inarguable,neutral
2404,inarguably,inarguably,neutral
2405,inarticulate,hindi makapagsalita,negative
2406,inattentive,hindi nag-iintindi,negative
2407,incapable,walang kaya,negative
2408,incapably,incapably,negative
2409,incautious,pabigla-bigla,negative
2410,incendiary,sumusunog,negative
2411,incessant,walang humpay,negative
2412,incessantly,walang pahinga,negative
2413,incisive,masakit,positive
2414,incisively,incisively,positive
2415,incisiveness,incisiveness,positive
2416,incivility,kawalan ng pinag-aralan,negative
2417,inclination,pagkahilig,positive
2418,inclinations,inclinations,positive
2419,inclined,nakakiling,positive
2420,incognizant,incognizant,negative
2421,incoherence,kawalang-kawawaan,negative
2422,incoherent,walang pagkakaugnay-ugnay,negative
2423,incoherently,incoherently,negative
2424,incommensurate,mapapantayan,negative
2425,incompetence,kawalan ng kakayahan,negative
2426,incompetent,walang kaya,negative
2427,incompetently,incompetently,negative
2428,incomprehensible,hindi kayang unawain,negative
2429,incomprehension,kawalan ng pag-unawa,negative
2430,inconceivable,hindi iisipin,negative
2431,inconceivably,inconceivably,negative
2432,incongruous,hindi bagay,negative
2433,incongruously,incongruously,negative
2434,inconsequent,walang kaugnayan,negative
2435,inconsequently,inconsequently,negative
2436,inconsequential,hindi makatwiran,negative
2437,inconsequentially,inconsequentially,negative
2438,inconsiderate,walang pakundangan,negative
2439,inconsiderately,inconsiderately,negative
2440,inconsistence,inconsistence,negative
2441,inconsistencies,hindi pagkakapare-pareho,negative
2442,inconsolable,hindi maaliw-aliw,negative
2443,inconsolably,inconsolably,negative
2444,inconstant,paiba-iba,negative
2445,incontestable,hindi mapag-aalinlanganan,positive
2446,incontrovertible,hindi mapag-aalinlanganan,positive
2447,inconvenience,abala,negative
2448,inconvenient,pang-abala,negative
2449,inconveniently,inconveniently,negative
2450,incorrectly,nang hindi wasto,negative
2451,incorrigible,hindi na mababago,negative
2452,incorrigibly,incorrigibly,negative
2453,incorruptible,hindi masisira,positive
2454,incredible,hindi mapaniniwalaan,positive
2455,incredibly,hindi mapaniniwalaan o kapani-paniwala,positive
2456,incredulous,ayaw maniwala,negative
2457,incredulously,incredulously,negative
2458,inculcate,itanim sa isip,negative
2459,indecency,halay,negative
2460,indecent,bastos,negative
2461,indecently,indecently,negative
2462,indecision,pag-aatubili,negative
2463,indecisive,urong-sulong,negative
2464,indecisively,indecisively,negative
2465,indecorum,paglabag ng kagandahang-asal,negative
2466,indeed,sa katunayan,neutral
2467,indefatigable,hindi marunong mapagod,positive
2468,indefensible,hindi maipagtatanggol,negative
2469,indelible,hindi napapawi,positive
2470,indelibly,indelibly,positive
2471,indelicate,mahalay,negative
2472,indescribable,mailarawan o maipaliwanag,positive
2473,indescribably,indescribably,positive
2474,indestructible,hindi masisira,positive
2475,indicative,pinagkakilanlan,neutral
2476,indifference,kalamigan ng loob,negative
2477,indifferent,malamig ang loob,negative
2478,indignant,nagngingitngit,negative
2479,indignantly,nagagalit,negative
2480,indignation,galit,negative
2481,indignity,kawalang-dangal,negative
2482,indiscreet,pabigla-bigla,negative
2483,indiscreetly,indiscreetly,negative
2484,indiscretion,kakulangan ng mabuting pasya,negative
2485,indiscriminate,walang pinipili,negative
2486,indiscriminating,indiscriminating,negative
2487,indiscriminately,nang walang pili-pili,negative
2488,indispensable,kailangang-kailangan,positive
2489,indispensability,indispensability,positive
2490,indisposed,walang gana,negative
2491,indisputable,hindi mapag-aalinlanganan,positive
